accession_number,technology,assembly,country
MZ920388.1,Illumina,BWA-MEM v. v.0.7.5a-r405,"Spain: Castilla y Leon, Leon"
MZ920387.1,Illumina,BWA-MEM v. v.0.7.5a-r405,"Spain: Galicia, Pontevedra"
MZ920386.1,Illumina,BWA-MEM v. v.0.7.5a-r405,"Spain: Galicia, Pontevedra"
MZ920385.1,Illumina,BWA-MEM v. v.0.7.5a-r405,"Spain: Castilla y Leon, Burgos"
MZ920384.1,Illumina,BWA-MEM v. v.0.7.5a-r405,"Spain: Madrid, Madrid"
MZ920383.1,Illumina,BWA-MEM v. v.0.7.5a-r405,"Spain: Andalucia, Sevilla"
MZ920382.1,Illumina,BWA-MEM v. v.0.7.5a-r405,"Spain: Catalunya, Tarragona"
MZ920381.1,Illumina,BWA-MEM v. v.0.7.5a-r405,"Spain: C. Valenciana, Castellon"
MZ920380.1,Illumina,BWA-MEM v. v.0.7.5a-r405,"Spain: Extremadura, Badajoz"
MZ920379.1,Illumina,BWA-MEM v. v.0.7.5a-r405,"Spain: Castilla LaMancha, Albacete"
MZ920378.1,Illumina,BWA-MEM v. v.0.7.5a-r405,"Spain: Galicia, Pontevedra"
MZ920377.1,Illumina,BWA-MEM v. v.0.7.5a-r405,"Spain: Galicia, Pontevedra"
MZ920376.1,Illumina,BWA-MEM v. v.0.7.5a-r405,"Spain: C. Valenciana, Valencia"
MZ920375.1,Illumina,BWA-MEM v. v.0.7.5a-r405,"Spain: C. Valenciana, Valencia"
MZ920374.1,Illumina,BWA-MEM v. v.0.7.5a-r405,"Spain: Galicia, Pontevedra"
MZ920373.1,Illumina,BWA-MEM v. v.0.7.5a-r405,"Spain: La_Rioja, LaRioja"
MZ920372.1,Illumina,BWA-MEM v. v.0.7.5a-r405,"Spain: Andalucia, Granada"
MZ920371.1,Illumina,BWA-MEM v. v.0.7.5a-r405,"Spain: Castilla LaMancha, Guadalajara"
MZ920370.1,Illumina,BWA-MEM v. v.0.7.5a-r405,"Spain: Madrid, Madrid"
MZ920369.1,Illumina,BWA-MEM v. v.0.7.5a-r405,"Spain: Andalucia, Jaen"
MZ920368.1,Illumina,BWA-MEM v. v.0.7.5a-r405,"Spain: Andalucia, Jaen"
MZ920367.1,Illumina,BWA-MEM v. v.0.7.5a-r405,"Spain: Catalunya, Barcelona"
MZ920366.1,Illumina,BWA-MEM v. v.0.7.5a-r405,"Spain: Castilla y Leon, Palencia"
MZ920365.1,Illumina,BWA-MEM v. v.0.7.5a-r405,"Spain: Canarias, Canarias"
MZ920364.1,Illumina,BWA-MEM v. v.0.7.5a-r405,"Spain: Cantabria, Cantabria"
MZ920363.1,Illumina,BWA-MEM v. v.0.7.5a-r405,"Spain: Andalucia, Cadiz"
MZ920362.1,Illumina,BWA-MEM v. v.0.7.5a-r405,"Spain: C. Valenciana, Valencia"
MZ920361.1,Illumina,BWA-MEM v. v.0.7.5a-r405,"Spain: Castilla LaMancha, Cuenca"
MZ920360.1,Illumina,BWA-MEM v. v.0.7.5a-r405,"Spain: Galicia, Pontevedra"
MZ920359.1,Illumina,BWA-MEM v. v.0.7.5a-r405,"Spain: Galicia, Pontevedra"
MZ920358.1,Illumina,BWA-MEM v. v.0.7.5a-r405,"Spain: Navarra, Navarra"
MZ920357.1,Illumina,BWA-MEM v. v.0.7.5a-r405,"Spain: La_Rioja, LaRioja"
MZ920356.1,Illumina,BWA-MEM v. v.0.7.5a-r405,"Spain: Navarra, Navarra"
MZ920355.1,Illumina,BWA-MEM v. v.0.7.5a-r405,"Spain: Castilla y Leon, Burgos"
MZ920354.1,Illumina,BWA-MEM v. v.0.7.5a-r405,"Spain: Andalucia, Cordoba"
MZ920353.1,Illumina,BWA-MEM v. v.0.7.5a-r405,"Spain: Navarra, Navarra"
MZ920352.1,Illumina,BWA-MEM v. v.0.7.5a-r405,"Spain: Canarias, Canarias"
MZ920351.1,Illumina,BWA-MEM v. v.0.7.5a-r405,"Spain: Galicia, Pontevedra"
MZ920350.1,Illumina,BWA-MEM v. v.0.7.5a-r405,"Spain: Andalucia, Sevilla"
MZ920349.1,Illumina,BWA-MEM v. v.0.7.5a-r405,"Spain: Andalucia, Sevilla"
MZ920348.1,Illumina,BWA-MEM v. v.0.7.5a-r405,"Spain: Castilla LaMancha, CiudadReal"
MZ920347.1,Illumina,BWA-MEM v. v.0.7.5a-r405,"Spain: Galicia, Lugo"
MZ920346.1,Illumina,BWA-MEM v. v.0.7.5a-r405,"Spain: C. Valenciana, Valencia"
MZ920345.1,Illumina,BWA-MEM v. v.0.7.5a-r405,"Spain: Baleares, Baleares"
MZ920344.1,Illumina,BWA-MEM v. v.0.7.5a-r405,"Spain: Castilla y Leon, Zamora"
MZ920343.1,Illumina,BWA-MEM v. v.0.7.5a-r405,"Spain: Andalucia, Cadiz"
MZ920342.1,Illumina,BWA-MEM v. v.0.7.5a-r405,"Spain: Extremadura, Badajoz"
MZ920341.1,Illumina,BWA-MEM v. v.0.7.5a-r405,"Spain: Extremadura, Badajoz"
MZ920340.1,Illumina,BWA-MEM v. v.0.7.5a-r405,"Spain: Canarias, Canarias"
MZ920339.1,Illumina,BWA-MEM v. v.0.7.5a-r405,"Spain: Andalucia, Sevilla"
MZ920338.1,Illumina,BWA-MEM v. v.0.7.5a-r405,"Spain: Castilla y Leon, Zamora"
MZ920337.1,Illumina,BWA-MEM v. v.0.7.5a-r405,"Spain: Catalunya, Tarragona"
MZ920336.1,Illumina,BWA-MEM v. v.0.7.5a-r405,"Spain: Galicia, Ourense"
MZ920335.1,Illumina,BWA-MEM v. v.0.7.5a-r405,"Spain: Andalucia, Cordoba"
MZ920334.1,Illumina,BWA-MEM v. v.0.7.5a-r405,"Spain: Castilla y Leon, Leon"
MZ920333.1,Illumina,BWA-MEM v. v.0.7.5a-r405,"Spain: Andalucia, Sevilla"
MZ920332.1,Illumina,BWA-MEM v. v.0.7.5a-r405,"Spain: Galicia, Pontevedra"
MZ920331.1,Illumina,BWA-MEM v. v.0.7.5a-r405,"Spain: Castilla LaMancha, CiudadReal"
MZ920330.1,Illumina,BWA-MEM v. v.0.7.5a-r405,"Spain: Madrid, Madrid"
MZ920329.1,Illumina,BWA-MEM v. v.0.7.5a-r405,"Spain: Castilla y Leon, Burgos"
MZ920328.1,Illumina,BWA-MEM v. v.0.7.5a-r405,"Spain: Andalucia, Cordoba"
MZ920327.1,Illumina,BWA-MEM v. v.0.7.5a-r405,"Spain: Aragon, Zaragoza"
MZ920326.1,Illumina,BWA-MEM v. v.0.7.5a-r405,"Spain: Castilla LaMancha, CiudadReal"
MZ920325.1,Illumina,BWA-MEM v. v.0.7.5a-r405,"Spain: Madrid, Madrid"
MZ920324.1,Illumina,BWA-MEM v. v.0.7.5a-r405,"Spain: Madrid, Madrid"
MZ920323.1,Illumina,BWA-MEM v. v.0.7.5a-r405,"Spain: Castilla y Leon, Segovia"
MZ920322.1,Illumina,BWA-MEM v. v.0.7.5a-r405,"Spain: Castilla y Leon, Palencia"
MZ920321.1,Illumina,BWA-MEM v. v.0.7.5a-r405,"Spain: Castilla y Leon, Soria"
MZ920320.1,Illumina,BWA-MEM v. v.0.7.5a-r405,"Spain: Castilla LaMancha, Toledo"
MZ920319.1,Illumina,BWA-MEM v. v.0.7.5a-r405,"Spain: Aragon, Zaragoza"
MZ920318.1,Illumina,BWA-MEM v. v.0.7.5a-r405,"Spain: Galicia, Lugo"
MZ920317.1,Illumina,BWA-MEM v. v.0.7.5a-r405,"Spain: Catalunya, Barcelona"
MZ920316.1,Illumina,BWA-MEM v. v.0.7.5a-r405,"Spain: Castilla y Leon, Zamora"
MZ920315.1,Illumina,BWA-MEM v. v.0.7.5a-r405,"Spain: Andalucia, Cadiz"
MZ920314.1,Illumina,BWA-MEM v. v.0.7.5a-r405,"Spain: Catalunya, Lleida"
MZ920313.1,Illumina,BWA-MEM v. v.0.7.5a-r405,"Spain: Catalunya, Barcelona"
MZ920312.1,Illumina,BWA-MEM v. v.0.7.5a-r405,"Spain: Catalunya, Tarragona"
MZ920311.1,Illumina,BWA-MEM v. v.0.7.5a-r405,"Spain: Castilla y Leon, Segovia"
MZ920310.1,Illumina,BWA-MEM v. v.0.7.5a-r405,"Spain: Catalunya, Barcelona"
MZ920309.1,Illumina,BWA-MEM v. v.0.7.5a-r405,"Spain: Madrid, Madrid"
MZ920308.1,Illumina,BWA-MEM v. v.0.7.5a-r405,"Spain: Navarra, Navarra"
MZ920307.1,Illumina,BWA-MEM v. v.0.7.5a-r405,"Spain: Castilla y Leon, Leon"
MZ920306.1,Illumina,BWA-MEM v. v.0.7.5a-r405,"Spain: Catalunya, Lleida"
MZ920305.1,Illumina,BWA-MEM v. v.0.7.5a-r405,"Spain: Extremadura, Caceres"
MZ920304.1,Illumina,BWA-MEM v. v.0.7.5a-r405,"Spain: Castilla y Leon, Avila"
MZ920303.1,Illumina,BWA-MEM v. v.0.7.5a-r405,"Spain: Catalunya, Barcelona"
MZ920302.1,Illumina,BWA-MEM v. v.0.7.5a-r405,"Spain: Castilla y Leon, Valladolid"
MZ920301.1,Illumina,BWA-MEM v. v.0.7.5a-r405,"Spain: Murcia, Murcia"
MZ920300.1,Illumina,BWA-MEM v. v.0.7.5a-r405,"Spain: Castilla y Leon, Leon"
MZ920299.1,Illumina,BWA-MEM v. v.0.7.5a-r405,"Spain: Castilla y Leon, Segovia"
MZ920298.1,Illumina,BWA-MEM v. v.0.7.5a-r405,"Spain: Galicia, Lugo"
MZ920297.1,Illumina,BWA-MEM v. v.0.7.5a-r405,"Spain: Andalucia, Jaen"
MZ920296.1,Illumina,BWA-MEM v. v.0.7.5a-r405,"Spain: Castilla y Leon, Burgos"
MZ920295.1,Illumina,BWA-MEM v. v.0.7.5a-r405,"Spain: Castilla y Leon, Salamanca"
MZ920294.1,Illumina,BWA-MEM v. v.0.7.5a-r405,"Spain: Madrid, Madrid"
MZ920293.1,Illumina,BWA-MEM v. v.0.7.5a-r405,"Spain: Asturias, Asturias"
MZ920292.1,Illumina,BWA-MEM v. v.0.7.5a-r405,"Spain: Extremadura, Badajoz"
MZ920291.1,Illumina,BWA-MEM v. v.0.7.5a-r405,"Spain: Andalucia, Almeria"
MZ920290.1,Illumina,BWA-MEM v. v.0.7.5a-r405,"Spain: Castilla LaMancha, Toledo"
MZ920289.1,Illumina,BWA-MEM v. v.0.7.5a-r405,"Spain: Madrid, Madrid"
MZ920288.1,Illumina,BWA-MEM v. v.0.7.5a-r405,"Spain: Cantabria, Cantabria"
MZ920287.1,Illumina,BWA-MEM v. v.0.7.5a-r405,"Spain: Andalucia, Cordoba"
MZ920286.1,Illumina,BWA-MEM v. v.0.7.5a-r405,"Spain: Catalunya, Tarragona"
MZ920285.1,Illumina,BWA-MEM v. v.0.7.5a-r405,"Spain: Aragon, Teruel"
OP620824.1,Illumina,BCFtools v. 1.15,China: Miao people in Guizhou
OP620823.1,Illumina,BCFtools v. 1.15,China: Miao people in Guizhou
OP620822.1,Illumina,BCFtools v. 1.15,China: Miao people in Guizhou
OP620821.1,Illumina,BCFtools v. 1.15,China: Miao people in Guizhou
OP620820.1,Illumina,BCFtools v. 1.15,China: Miao people in Guizhou
OP620819.1,Illumina,BCFtools v. 1.15,China: Miao people in Guizhou
OP620818.1,Illumina,BCFtools v. 1.15,China: Miao people in Guizhou
OP620817.1,Illumina,BCFtools v. 1.15,China: Miao people in Guizhou
OP620816.1,Illumina,BCFtools v. 1.15,China: Miao people in Guizhou
OP620815.1,Illumina,BCFtools v. 1.15,China: Miao people in Guizhou
OP620814.1,Illumina,BCFtools v. 1.15,China: Miao people in Guizhou
OP620813.1,Illumina,BCFtools v. 1.15,China: Miao people in Guizhou
OP620812.1,Illumina,BCFtools v. 1.15,China: Miao people in Guizhou
OP620811.1,Illumina,BCFtools v. 1.15,China: Miao people in Guizhou
OP620810.1,Illumina,BCFtools v. 1.15,China: Miao people in Guizhou
OP620809.1,Illumina,BCFtools v. 1.15,China: Miao people in Guizhou
OP620808.1,Illumina,BCFtools v. 1.15,China: Miao people in Guizhou
OP620807.1,Illumina,BCFtools v. 1.15,China: Miao people in Guizhou
OP620806.1,Illumina,BCFtools v. 1.15,China: Miao people in Guizhou
OP620805.1,Illumina,BCFtools v. 1.15,China: Miao people in Guizhou
MZ920284.1,Illumina,BWA-MEM v. v.0.7.5a-r405,"Spain: C. Valenciana, Castellon"
MZ920283.1,Illumina,BWA-MEM v. v.0.7.5a-r405,"Spain: Castilla y Leon, Segovia"
MZ920282.1,Illumina,BWA-MEM v. v.0.7.5a-r405,"Spain: Catalunya, Lleida"
MZ920281.1,Illumina,BWA-MEM v. v.0.7.5a-r405,"Spain: Aragon, Huesca"
MZ920280.1,Illumina,BWA-MEM v. v.0.7.5a-r405,"Spain: Castilla LaMancha, Guadalajara"
MZ920279.1,Illumina,BWA-MEM v. v.0.7.5a-r405,"Spain: Castilla y Leon, Burgos"
MZ920278.1,Illumina,BWA-MEM v. v.0.7.5a-r405,"Spain: Madrid, Madrid"
MZ920277.1,Illumina,BWA-MEM v. v.0.7.5a-r405,"Spain: Catalunya, Girona"
MZ920276.1,Illumina,BWA-MEM v. v.0.7.5a-r405,"Spain: Castilla LaMancha, CiudadReal"
MZ920275.1,Illumina,BWA-MEM v. v.0.7.5a-r405,"Spain: Andalucia, Cordoba"
MZ920274.1,Illumina,BWA-MEM v. v.0.7.5a-r405,"Spain: Extremadura, Badajoz"
MZ920273.1,Illumina,BWA-MEM v. v.0.7.5a-r405,"Spain: Andalucia, Almeria"
MZ920272.1,Illumina,BWA-MEM v. v.0.7.5a-r405,"Spain: Castilla y Leon, Burgos"
MZ920271.1,Illumina,BWA-MEM v. v.0.7.5a-r405,"Spain: Catalunya, Lleida"
MZ920270.1,Illumina,BWA-MEM v. v.0.7.5a-r405,"Spain: Castilla y Leon, Burgos"
MZ920269.1,Illumina,BWA-MEM v. v.0.7.5a-r405,"Spain: Castilla LaMancha, CiudadReal"
MZ920268.1,Illumina,BWA-MEM v. v.0.7.5a-r405,"Spain: Castilla y Leon, Segovia"
MZ920267.1,Illumina,BWA-MEM v. v.0.7.5a-r405,"Spain: Catalunya, Girona"
MZ920266.1,Illumina,BWA-MEM v. v.0.7.5a-r405,"Spain: Extremadura, Caceres"
MZ920265.1,Illumina,BWA-MEM v. v.0.7.5a-r405,"Spain: Andalucia, Malaga"
MZ920264.1,Illumina,BWA-MEM v. v.0.7.5a-r405,"Spain: Catalunya, Barcelona"
MZ920263.1,Illumina,BWA-MEM v. v.0.7.5a-r405,"Spain: Castilla LaMancha, Toledo"
MZ920262.1,Illumina,BWA-MEM v. v.0.7.5a-r405,"Spain: Extremadura, Badajoz"
MZ920261.1,Illumina,BWA-MEM v. v.0.7.5a-r405,"Spain: Castilla LaMancha, Cuenca"
MZ920260.1,Illumina,BWA-MEM v. v.0.7.5a-r405,"Spain: Andalucia, Cadiz"
MZ920259.1,Illumina,BWA-MEM v. v.0.7.5a-r405,"Spain: Andalucia, Cordoba"
MZ920258.1,Illumina,BWA-MEM v. v.0.7.5a-r405,"Spain: Castilla LaMancha, Cuenca"
MZ920257.1,Illumina,BWA-MEM v. v.0.7.5a-r405,"Spain: Castilla LaMancha, Toledo"
MZ920256.1,Illumina,BWA-MEM v. v.0.7.5a-r405,"Spain: Andalucia, Cordoba"
MZ920255.1,Illumina,BWA-MEM v. v.0.7.5a-r405,"Spain: Castilla LaMancha, Cuenca"
MZ920254.1,Illumina,BWA-MEM v. v.0.7.5a-r405,"Spain: Castilla LaMancha, CiudadReal"
MZ920253.1,Illumina,BWA-MEM v. v.0.7.5a-r405,"Spain: Castilla LaMancha, CiudadReal"
MZ920252.1,Illumina,BWA-MEM v. v.0.7.5a-r405,"Spain: Catalunya, Barcelona"
MZ920251.1,Illumina,BWA-MEM v. v.0.7.5a-r405,"Spain: Madrid, Madrid"
MZ920250.1,Illumina,BWA-MEM v. v.0.7.5a-r405,"Spain: Navarra, Navarra"
MZ920249.1,Illumina,BWA-MEM v. v.0.7.5a-r405,"Spain: Andalucia, Jaen"
MZ714017.1,NA,NA,Spain: Oviedo
MW291674.2,Illumina,BWA v. 0.7.5a-r405,Argentina
MW291666.2,Illumina,BWA v. 0.7.5a-r405,Argentina
MW291665.2,Illumina,BWA v. 0.7.5a-r405,Argentina
MW291678.1,Illumina,BWA v. 0.7.5a-r405,Argentina
MW291677.1,Illumina,BWA v. 0.7.5a-r405,Argentina
MW291676.1,Illumina,BWA v. 0.7.5a-r405,Argentina
MW291675.1,Illumina,BWA v. 0.7.5a-r405,Argentina
MW291673.1,Illumina,BWA v. 0.7.5a-r405,Argentina
MW291672.1,Illumina,BWA v. 0.7.5a-r405,Argentina
MW291671.1,Illumina,BWA v. 0.7.5a-r405,Argentina
MW291670.1,Illumina,BWA v. 0.7.5a-r405,Argentina
MW291669.1,Illumina,BWA v. 0.7.5a-r405,Argentina
MW291668.1,Illumina,BWA v. 0.7.5a-r405,Argentina
MW291667.1,Illumina,BWA v. 0.7.5a-r405,Argentina
MW291664.1,Illumina,BWA v. 0.7.5a-r405,Argentina
MW291663.1,Illumina,BWA v. 0.7.5a-r405,Argentina
MW291662.1,Illumina,BWA v. 0.7.5a-r405,Argentina
MW291661.1,Illumina,BWA v. 0.7.5a-r405,Argentina
MZ959105.1,NA,NA,NA
MZ936477.1,NA,NA,NA
MZ717186.1,NA,NA,NA
MZ614451.1,NA,NA,NA
MW250882.1,Sanger dideoxy sequencing,NA,NA
LC205692.1,Ion Torrent PGM,TMAP v. 5.0.7,Thailand
LC205691.1,Ion Torrent PGM,TMAP v. 5.0.7,Thailand
LC203593.1,Ion Torrent PGM,TMAP v. 5.0.7,Thailand
LC203592.1,Ion Torrent PGM,TMAP v. 5.0.7,Thailand
LC203591.1,Ion Torrent PGM,TMAP v. 5.0.7,Thailand
LC203590.1,Ion Torrent PGM,TMAP v. 5.0.7,Thailand
LC203477.1,Ion Torrent PGM,TMAP v. 5.0.7,Thailand
LC203476.1,Ion Torrent PGM,TMAP v. 5.0.7,Thailand
LC203475.1,Ion Torrent PGM,TMAP v. 5.0.7,Thailand
LC202991.1,Ion Torrent PGM,TMAP v. 5.0.7,Thailand
LC202990.1,Ion Torrent PGM,TMAP v. 5.0.7,Thailand
LC202989.1,Ion Torrent PGM,TMAP v. 5.0.7,Thailand
LC202988.1,Ion Torrent PGM,TMAP v. 5.0.7,Thailand
LC202987.1,Ion Torrent PGM,TMAP v. 5.0.7,Thailand
MZ064555.1,Sanger dideoxy sequencing,NA,NA
MW927715.1,Sanger dideoxy sequencing,NA,NA
MW927713.1,Sanger dideoxy sequencing,NA,NA
MW927712.1,Sanger dideoxy sequencing,NA,NA
MW927711.1,Sanger dideoxy sequencing,NA,NA
MW626912.1,Sanger dideoxy sequencing,NA,NA
MT135515.1,Sanger dideoxy sequencing,NA,French Polynesia
MT135514.1,Sanger dideoxy sequencing,NA,French Polynesia
MT135513.1,Sanger dideoxy sequencing,NA,French Polynesia
MT135512.1,Sanger dideoxy sequencing,NA,French Polynesia
MT135511.1,Sanger dideoxy sequencing,NA,French Polynesia
MT135510.1,Sanger dideoxy sequencing,NA,French Polynesia
MT135509.1,Sanger dideoxy sequencing,NA,French Polynesia
MT135508.1,Sanger dideoxy sequencing,NA,French Polynesia
MZ435354.1,NA,NA,NA
MZ457933.1,NA,NA,NA
MZ384391.1,NA,NA,NA
MZ561476.1,NA,NA,NA
MN628168.1,Illumina,BWA v. 0.7.17-r1188; SAM2 v. v2.0;,China
MN628167.1,Illumina,BWA v. 0.7.17-r1188; SAM2 v. v2.0;,China
MN628166.1,Illumina,BWA v. 0.7.17-r1188; SAM2 v. v2.0;,China
MN628165.1,Illumina,BWA v. 0.7.17-r1188; SAM2 v. v2.0;,China
MN628164.1,Illumina,BWA v. 0.7.17-r1188; SAM2 v. v2.0;,China
MN628163.1,Illumina,BWA v. 0.7.17-r1188; SAM2 v. v2.0;,China
MN628162.1,Illumina,BWA v. 0.7.17-r1188; SAM2 v. v2.0;,China
MN628161.1,Illumina,BWA v. 0.7.17-r1188; SAM2 v. v2.0;,China
MN628160.1,Illumina,BWA v. 0.7.17-r1188; SAM2 v. v2.0;,China
MN628159.1,Illumina,BWA v. 0.7.17-r1188; SAM2 v. v2.0;,China
MN628158.1,Illumina,BWA v. 0.7.17-r1188; SAM2 v. v2.0;,China
MN628157.1,Illumina,BWA v. 0.7.17-r1188; SAM2 v. v2.0;,China
MN628156.1,Illumina,BWA v. 0.7.17-r1188; SAM2 v. v2.0;,China
MN628155.1,Illumina,BWA v. 0.7.17-r1188; SAM2 v. v2.0;,China
MN628154.1,Illumina,BWA v. 0.7.17-r1188; SAM2 v. v2.0;,China
MN628153.1,Illumina,BWA v. 0.7.17-r1188; SAM2 v. v2.0;,China
MN628152.1,Illumina,BWA v. 0.7.17-r1188; SAM2 v. v2.0;,China
MN628151.1,Illumina,BWA v. 0.7.17-r1188; SAM2 v. v2.0;,China
MN628150.1,Illumina,BWA v. 0.7.17-r1188; SAM2 v. v2.0;,China
MN628149.1,Illumina,BWA v. 0.7.17-r1188; SAM2 v. v2.0;,China
MN628148.1,Illumina,BWA v. 0.7.17-r1188; SAM2 v. v2.0;,China
MN628147.1,Illumina,BWA v. 0.7.17-r1188; SAM2 v. v2.0;,China
MN628146.1,Illumina,BWA v. 0.7.17-r1188; SAM2 v. v2.0;,China
MN628145.1,Illumina,BWA v. 0.7.17-r1188; SAM2 v. v2.0;,China
MN628144.1,Illumina,BWA v. 0.7.17-r1188; SAM2 v. v2.0;,China
MN628143.1,Illumina,BWA v. 0.7.17-r1188; SAM2 v. v2.0;,China
MN628142.1,Illumina,BWA v. 0.7.17-r1188; SAM2 v. v2.0;,China
MN628141.1,Illumina,BWA v. 0.7.17-r1188; SAM2 v. v2.0;,China
MN628140.1,Illumina,BWA v. 0.7.17-r1188; SAM2 v. v2.0;,China
MN628139.1,Illumina,BWA v. 0.7.17-r1188; SAM2 v. v2.0;,China
MN628138.1,Illumina,BWA v. 0.7.17-r1188; SAM2 v. v2.0;,China
MN628137.1,Illumina,BWA v. 0.7.17-r1188; SAM2 v. v2.0;,China
MN628136.1,Illumina,BWA v. 0.7.17-r1188; SAM2 v. v2.0;,China
MN628135.1,Illumina,BWA v. 0.7.17-r1188; SAM2 v. v2.0;,China
MN628134.1,Illumina,BWA v. 0.7.17-r1188; SAM2 v. v2.0;,China
MN628133.1,Illumina,BWA v. 0.7.17-r1188; SAM2 v. v2.0;,China
MN628132.1,Illumina,BWA v. 0.7.17-r1188; SAM2 v. v2.0;,China
MN628131.1,Illumina,BWA v. 0.7.17-r1188; SAM2 v. v2.0;,China
MN628130.1,Illumina,BWA v. 0.7.17-r1188; SAM2 v. v2.0;,China
MN628129.1,Illumina,BWA v. 0.7.17-r1188; SAM2 v. v2.0;,China
MN628128.1,Illumina,BWA v. 0.7.17-r1188; SAM2 v. v2.0;,China
MN628127.1,Illumina,BWA v. 0.7.17-r1188; SAM2 v. v2.0;,China
MN628126.1,Illumina,BWA v. 0.7.17-r1188; SAM2 v. v2.0;,China
MN628125.1,Illumina,BWA v. 0.7.17-r1188; SAM2 v. v2.0;,China
MN628124.1,Illumina,BWA v. 0.7.17-r1188; SAM2 v. v2.0;,China
MN628123.1,Illumina,BWA v. 0.7.17-r1188; SAM2 v. v2.0;,China
MN628122.1,Illumina,BWA v. 0.7.17-r1188; SAM2 v. v2.0;,China
MN628121.1,Illumina,BWA v. 0.7.17-r1188; SAM2 v. v2.0;,China
MN628120.1,Illumina,BWA v. 0.7.17-r1188; SAM2 v. v2.0;,China
MN628119.1,Illumina,BWA v. 0.7.17-r1188; SAM2 v. v2.0;,China
MN628118.1,Illumina,BWA v. 0.7.17-r1188; SAM2 v. v2.0;,China
MN628117.1,Illumina,BWA v. 0.7.17-r1188; SAM2 v. v2.0;,China
MN628116.1,Illumina,BWA v. 0.7.17-r1188; SAM2 v. v2.0;,China
MN628115.1,Illumina,BWA v. 0.7.17-r1188; SAM2 v. v2.0;,China
MN628114.1,Illumina,BWA v. 0.7.17-r1188; SAM2 v. v2.0;,China
MN628113.1,Illumina,BWA v. 0.7.17-r1188; SAM2 v. v2.0;,China
MN628112.1,Illumina,BWA v. 0.7.17-r1188; SAM2 v. v2.0;,China
MN628111.1,Illumina,BWA v. 0.7.17-r1188; SAM2 v. v2.0;,China
MN628110.1,Illumina,BWA v. 0.7.17-r1188; SAM2 v. v2.0;,China
MN628109.1,Illumina,BWA v. 0.7.17-r1188; SAM2 v. v2.0;,China
MN628108.1,Illumina,BWA v. 0.7.17-r1188; SAM2 v. v2.0;,China
MN628107.1,Illumina,BWA v. 0.7.17-r1188; SAM2 v. v2.0;,China
MN628106.1,Illumina,BWA v. 0.7.17-r1188; SAM2 v. v2.0;,China
MN628105.1,Illumina,BWA v. 0.7.17-r1188; SAM2 v. v2.0;,China
MN628104.1,Illumina,BWA v. 0.7.17-r1188; SAM2 v. v2.0;,China
MN628103.1,Illumina,BWA v. 0.7.17-r1188; SAM2 v. v2.0;,China
MN628102.1,Illumina,BWA v. 0.7.17-r1188; SAM2 v. v2.0;,China
MN628101.1,Illumina,BWA v. 0.7.17-r1188; SAM2 v. v2.0;,China
MN628100.1,Illumina,BWA v. 0.7.17-r1188; SAM2 v. v2.0;,China
MN628099.1,Illumina,BWA v. 0.7.17-r1188; SAM2 v. v2.0;,China
MN628098.1,Illumina,BWA v. 0.7.17-r1188; SAM2 v. v2.0;,China
MN628097.1,Illumina,BWA v. 0.7.17-r1188; SAM2 v. v2.0;,China
MN628096.1,Illumina,BWA v. 0.7.17-r1188; SAM2 v. v2.0;,China
MN628095.1,Illumina,BWA v. 0.7.17-r1188; SAM2 v. v2.0;,China
MN628094.1,Illumina,BWA v. 0.7.17-r1188; SAM2 v. v2.0;,China
MN628093.1,Illumina,BWA v. 0.7.17-r1188; SAM2 v. v2.0;,China
MN628092.1,Illumina,BWA v. 0.7.17-r1188; SAM2 v. v2.0;,China
MN628091.1,Illumina,BWA v. 0.7.17-r1188; SAM2 v. v2.0;,China
MN628090.1,Illumina,BWA v. 0.7.17-r1188; SAM2 v. v2.0;,China
MN628089.1,Illumina,BWA v. 0.7.17-r1188; SAM2 v. v2.0;,China
MN628088.1,Illumina,BWA v. 0.7.17-r1188; SAM2 v. v2.0;,China
MN628087.1,Illumina,BWA v. 0.7.17-r1188; SAM2 v. v2.0;,China
MN628086.1,Illumina,BWA v. 0.7.17-r1188; SAM2 v. v2.0;,China
MN628085.1,Illumina,BWA v. 0.7.17-r1188; SAM2 v. v2.0;,China
MN628084.1,Illumina,BWA v. 0.7.17-r1188; SAM2 v. v2.0;,China
MN628083.1,Illumina,BWA v. 0.7.17-r1188; SAM2 v. v2.0;,China
MN628082.1,Illumina,BWA v. 0.7.17-r1188; SAM2 v. v2.0;,China
MN628081.1,Illumina,BWA v. 0.7.17-r1188; SAM2 v. v2.0;,China
MN628080.1,Illumina,BWA v. 0.7.17-r1188; SAM2 v. v2.0;,China
MN628079.1,Illumina,BWA v. 0.7.17-r1188; SAM2 v. v2.0;,China
MN628078.1,Illumina,BWA v. 0.7.17-r1188; SAM2 v. v2.0;,China
MN628077.1,Illumina,BWA v. 0.7.17-r1188; SAM2 v. v2.0;,China
MN628076.1,Illumina,BWA v. 0.7.17-r1188; SAM2 v. v2.0;,China
MN628075.1,Illumina,BWA v. 0.7.17-r1188; SAM2 v. v2.0;,China
MN628074.1,Illumina,BWA v. 0.7.17-r1188; SAM2 v. v2.0;,China
MN628073.1,Illumina,BWA v. 0.7.17-r1188; SAM2 v. v2.0;,China
MN628072.1,Illumina,BWA v. 0.7.17-r1188; SAM2 v. v2.0;,China
